node_id,sampling_interval_ms,deadband_value,deadband_type,active
ns=6;s=StarGateway:Shaco.Jinx.CU.lY_UynXa_fJkEXdrLzc,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lY_bJFIx_IgypEiGNfj,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lY_lFedv_EZjmhtPFSf,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lY_okrXi_SPhwobDmQU,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lY_zdAXQ_MEdCizvcUW,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lZ_RtOWX_bGlqeLzDHR,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lZ_StdNR_PavxiWjAhy,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lZ_XtfvW_dvNsfepaqM,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lZ_bRMyO_cXmiOKYGup,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lZ_dqZkG_ZHkPTESWLw,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lZ_qRPkx_vAKbNaWYDz,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lZ_rapRq_wYyvedVPBT,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.la_FdaSz_IRmakyWFbZ,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.la_MWuLY_VPBvRwengt,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.la_NhBDX_UaQDiyjmzn,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.la_ObrnI_qMYQVdwFcK,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.la_YZHpw_uMHXUKosDR,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.la_bPnHF_PegVrAvEoO,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.la_fjHdy_eTIRJONPbt,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lb_OswSN_BiyEwzOGZJ,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lb_QEAWN_QaYmnRbhLJ,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lb_VqCDR_UTQPghDFxj,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lb_XDQGE_uBoPRdItSe,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lb_YSsTr_GVgrOyvoFB,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lb_qenmf_zVNxOQXHIl,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lb_voHhg_nPmIOTVCad,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lc_CjSva_zafTxIZpLb,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lc_qZmkj_KeqvrxDgGf,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lc_uQdwh_rinMdpVTDZ,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ld_KfeCx_gNhcUIidvs,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ld_OtMFq_kzQAoNDUqV,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ld_QHpbl_QyChHzJVLe,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ld_QuxfU_JhomlLAtTy,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ld_VxOfS_dvVGwKzxDc,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ld_YsEUB_AQaGuKXhBU,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ld_khPYA_wKOBTXdhvY,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ld_wVcNP_AoXbNndjvl,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.le_BLUwZ_bzuXlQAcCZ,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.le_DWeGl_iZavnWoVlb,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.le_DufVv_WzYgyFcvpu,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.le_EcRoX_lKoWebFRzJ,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.le_JWIUj_fIUplqMnOb,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.le_LYgnz_phmgyzFdSo,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.le_LnYlo_LmANwavdzI,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.le_OxZMS_iQuMpRSVkd,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.le_lJxQU_SYDqaMfKmg,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.le_vrIhe_dbuDTXaeSj,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lf_TEkim_RqPdQJbkUK,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lf_ZLkDi_FwOeVhWcZH,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lf_aXNlr_MFhqHZKsae,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lf_eOEXG_gdyCHhpDPc,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lf_eoHcg_LjymuKVqoU,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lf_sJLUl_SaJFVXGOob,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lg_KUBPN_sQMBqlrgzZ,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lg_LhoYP_KemlDrIgBy,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lg_UCMtq_smPDbgRdeH,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lg_fhSgj_eFlDcvUWfp,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lg_gUcPH_KzOdgxbnpA,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lg_gVdyt_KEhAsqwkpB,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lg_lGHFh_UFjJDBfTHc,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lg_orhOj_EDhopJwBFy,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lh_QbMEU_oOxhLSHXWq,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lh_SivCl_zLVqEGTjBb,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lh_WeDHI_yxPCvOEZna,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lh_kYhxX_SVUHZwjvGy,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lh_swnuN_UTJDSthHip,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.li_LqPpJ_kdQtCOyHZq,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.li_NcreT_bsepMqEhGk,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.li_aqLDI_qBrwtKDcRf,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.li_bBkip_kzEeBnbvjJ,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.li_tZSBf_GBneadWywI,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.li_xkspD_FgwxiYuQeZ,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lj_IEfmK_LSldOrkcDB,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lj_SrIBZ_InJzOsbgaE,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lj_ZCtOS_YbtgcJLhie,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lj_hnfyw_cTuQJmpCKf,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lk_HgRlJ_iALQXeUvrd,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lk_RKmAY_VfQinJtbDp,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lk_RhPmZ_ENVryLzeTC,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lk_VJgjW_xYrhvoGabf,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lk_YxoHX_jKzEZxrqQV,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lk_mhigc_loLBCvXKEM,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lm_BxoGL_NFGAxQkjiC,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lm_IkVxX_RTdNYxcKrg,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lm_RVtMU_jVcMKdNGfm,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lm_XFCYp_ZHjJqDTnMa,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lm_goROW_XswERFcigA,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lm_pfPul_QzOtUKJTro,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lm_tUDwX_IxzUAkoiYd,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_YTOjk_EqkcotjMzL,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_dFCEK_BmNdXiMlGF,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_irUsA_QvrjtieZGT,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_kzAQc_FeGidIoTQB,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_mCkKE_stJBWeQyia,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_yAsGE_UPSMqTkVhW,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lo_ALJSg_yrGeHJMlXi,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lo_daUOb_MiuRnxaCwO,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lo_jMxbf_qbtlWVSYGr,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lo_sFroy_plOxByVSLD,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lo_vctnM_QaXAKihoIk,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lp_BnkWA_LGORNESfMF,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lp_FtPkL_LGFasZIeto,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lp_dzIJb_MwZJVLYybS,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lp_sBECF_KAPsVxSXji,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_NGgwC_pbhXdfnDlM,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_laXRO_rnkoBjsQZG,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_mKjzE_QZFwKlsdNq,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_nKYri_BAFPRjDYrz,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_uyzKc_YOIkFqXsPR,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_NStuY_SXQWGwRCnM,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_OuMgZ_DZkRvrjSyV,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_aDzfw_jvcAXnUBIY,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_jQmhl_cNjCHOFRzB,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_mvRGE_myFrxAfGvB,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_wtxvK_LzlrxjcFnC,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_CiIMW_PNVAXjGupZ,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_HJMCw_lcrSyMJuWY,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_SpUEn_OhIDcpStLd,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_aMGRl_LFTqADXNzh,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_nDwBh_MeXfoIYwSD,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_sXSgb_XyWcdaFVLt,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_zAqCk_GHDyiVmzxn,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_AhIXt_otSXqpjUeQ,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_DJtdp_SEVpWqCiby,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_QJMLS_JpjVtgIBai,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_dbGVA_xKHmlbXceY,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_zelsx_gauIUxbeVD,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lu_RnAxa_lVGYthPaqw,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lu_SeEJi_ktcgRsLdrU,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lu_aprER_dkioSfBYqj,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lv_VnQGW_gSBaGvrqeN,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lv_qEjSD_EBiRZGsfSo,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lw_PmVHO_RjvTDQpcaA,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lw_nVReC_FOxtQaqnrY,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lw_raVso_GpwUOrivRW,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lw_tASMb_KYegwCPaLl,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_GRTob_cFfVvrJCaD,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_JOGog_GFcQiXUZYh,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_KpIQA_IxJmVFnsDE,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_PcBUo_BcAsMLDhpo,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_PgVRm_FhJVoXwyeC,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_QJzFh_upMfZVINsT,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_VDqOI_LPWCraQuVo,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_XBIlK_hSDQdZPRTi,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_XlbgJ_NuvpmOqnPx,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_eArwX_ObuyBmxrtc,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_yTOcC_kfGKNpyjSx,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_zxrhm_RecOHnxPMS,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_AyUbI_bCIrGvtUes,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_DmwlV_VjmufniIRw,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_FpZmo_aUAYoqmZdN,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_QrRoc_aRjUdgfyOm,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_TZegq_kIbALYdWMr,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_Xhlxa_MvTKPABQIr,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_YzrNJ_VtyWzxiuOH,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_cvDVE_MIuVmZYsDC,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_duVEm_aAEIgYlcSO,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_xpPTz_xkPLEHBRVi,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lz_RkdmL_wcUHmNfqTy,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lz_jYQsZ_EiLoutMVIv,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.lz_wHRAY_nVSafrNMtR,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.lz_zKYfQ_WAuSMYLeqC,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mA_PKdas_vwHBiRVWLq,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mA_idHXo_iqQsTaoKbO,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mA_putBE_WqejrkzifU,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mA_yGeDF_sntXWKacCf,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mB_BEiAy_mzMfFOBspo,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mB_HygPL_qNAcvFdwmQ,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_KozVQ_VXwQPmzGMK,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_MCXnD_UrKNpqCmvJ,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_OIqaE_EmeSZBFGUj,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_UMhlS_SovjwIpDyG,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_pOlXU_jVYgkCEiXu,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_uEyUX_KWTtOkYhQE,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mD_TrZxJ_dSElZHUuQK,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mD_arYuw_gtdXDRSOqA,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mD_eyPvI_KEUoxzXZCj,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mD_nctox_ePgIivbHXM,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mE_WXdGr_tYbwQHMNqB,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mE_ltYrF_hqPrNujneO,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_FAXzP_PrpKyVJIeR,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_NLBfo_OIdZjSDehb,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_TSZzD_MUDaVWodmK,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_szZOh_EzyJDkvsPx,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_tGhya_CdIBawXJir,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_yqmlg_ZTteObXQUM,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_zGtgI_hSkZYjJfHv,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_LvHDp_vCHURbyVBu,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_PZofA_PBpyHCbgnE,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_pqxBs_zAByItXVCU,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mH_bcYjB_UqkbuwzsKT,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mH_nzYBv_CZzFtHihjy,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mH_qASQu_WuergiMLkN,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mH_rBNbx_GeQMPfoFKV,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_TSnYl_jqDQTEXthY,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_YyiwP_MmnjPuYyAJ,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_tysdp_qaljBQNGCM,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_zyZjB_pHxTZqQfmt,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mJ_GkbEW_prRbdSPGyZ,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mJ_KLmpF_KqPigvVUmh,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mJ_MSjuW_FuszKifody,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mJ_gwqih_AQibDrspaX,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mJ_lkpVM_zZBSxYOnqL,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mJ_zdSwf_tdwIPbkFpf,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_LSCiV_YAjSlpVxDX,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_Nhxim_WRIdvCokyq,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_OofYn_vLJQyOewRK,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_QxFec_ipUgIxRVLy,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_vtAbC_JjLKvXCWcS,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_HIhyp_kQRdphDcSA,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_LAvoj_vUhdcCARPL,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_RxptC_BzYJcVasID,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_edwam_OlUjMagRmr,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_lRONB_jDgPGQMXum,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_vTxKI_yedWjLcDnE,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_CGiLz_oEriDGTYFA,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_PnCcD_zcEATDklmG,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_QyWGP_xKqsnyVfwG,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_YGtVn_NsfEbLdlSm,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_YiWaf_mNuICvMLRZ,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_tSbKD_nZafdbouFi,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_BanlG_IdtZvnulEk,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_BtHhc_qsCLYfrzGW,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_DghFl_MKCmNvzFnH,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_NUmvn_XLawRtymzk,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_ZyoUE_DbdxjILmQy,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_doxVj_gZXltDhixJ,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_lqvVu_UmZNGfeYdu,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_qcHXU_oLaWTfwkbA,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_tuboA_KmVXEkytMq,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mO_IzvFW_ECMdYtJeof,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mO_UrnmY_oyCzwmPNrU,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mO_ZfRxh_HMmgiQwykN,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_BoKnO_yHmZbiNuAc,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_CIOwn_xPFjyVmptS,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_ErFvf_vHfnrhLNoF,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_QnslZ_xOrRPTJiAp,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_TcVNU_IUxGgMqfwS,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_ThJZb_CtjcxfuiTJ,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_XMgtB_JAzaSbdxuk,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_iMIUW_pswDzGOQau,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_jYzEL_bhISYTrWRG,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mQ_GYIsm_EnBVOpIJoM,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.mQ_HfnVU_pYsKAQVzbd,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.mQ_JwPHo_wlgqHSIQJe,1000,,,1
